country,region,name,aliases,licence_number,licence_status,expires_at,phone,email,website,address_line1,address_line2,city,address_region,postal_code,source_registry,source_url,verified_at
CA,ON,International customer Care Services Inc,,4741500,active,2027-03-18,1-888-660-4227,info@iccs.global,https://www.iccs.global/,"3700 Steeles Ave W, Suite 305, Vaughan, ON L4L 8M9",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Iqor Canada Ltd. / Iqor Canada Ltee,Iqor Canada Ltd. And North American Receivable Management Services,4693864,active,2026-09-01,1-888-807-2576,,https://www.rmscustomersupport.com,"7030 Woodbine Avenue, Unit 500, Markham, ON L3R 6G2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Kingston Data & Credit Inc.,,4725271,active,2027-04-08,1-888-908-3151,,https://kingstondc.ca,"1575 Bishop St N, Suite 2B-100, Cambridge, ON N1R 7J4; 1100 Clarence St, Suite 204, Brantford, ON N3S 7N8; 500 Christina St N, Sarnia, ON N7T 5W4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Kingston Data & Credit Inc.,Kingston Data & Credit,4732976,active,2026-11-13,1-888-908-3151,,https://kingstondc.ca,"1575 Bishop St N, Suite 2B-100, Cambridge, ON N1R 7J4; 1100 Clarence St, Suite 204, Brantford, ON N3S 7N8; 500 Christina St N, Sarnia, ON N7T 5W4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Kingston Data & Credit Inc.,Kingston Data & Credit,4736911,active,2026-10-19,1-888-908-3151,,https://kingstondc.ca,"1575 Bishop St N, Suite 2B-100, Cambridge, ON N1R 7J4; 1100 Clarence St, Suite 204, Brantford, ON N3S 7N8; 500 Christina St N, Sarnia, ON N7T 5W4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Kingston Data & Credit Inc.,Kingston Data & Credit,4739959,active,2028-04-26,1-888-908-3151,,https://kingstondc.ca,"1575 Bishop St N, Suite 2B-100, Cambridge, ON N1R 7J4; 1100 Clarence St, Suite 204, Brantford, ON N3S 7N8; 500 Christina St N, Sarnia, ON N7T 5W4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Kingston Data & Credit Inc.,Kingston Data & Credit,4739960,active,2028-04-26,1-888-908-3151,,https://kingstondc.ca,"1575 Bishop St N, Suite 2B-100, Cambridge, ON N1R 7J4; 1100 Clarence St, Suite 204, Brantford, ON N3S 7N8; 500 Christina St N, Sarnia, ON N7T 5W4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Kingston Data & Credit Inc.,,4741119,active,2026-11-18,1-888-908-3151,,https://kingstondc.ca,"1575 Bishop St N, Suite 2B-100, Cambridge, ON N1R 7J4; 1100 Clarence St, Suite 204, Brantford, ON N3S 7N8; 500 Christina St N, Sarnia, ON N7T 5W4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Legal Credit Management Corp.,LCMC,4688831,active,2027-04-30,1-888-225-3200,info@lcmc.ca,https://www.lcmc.ca/,"6981 Millcreek Drive, Unit 33, Mississauga, ON L5N 6B8; 895 Tungsten Street, Unit 1, Thunder Bay, ON P7B 6H2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Legal Credit Management Corp.,Credit Bureaus Of Nwo Collections/credit Bureau Of Sudbury And Timmins|LCMC,4740788,active,2027-09-09,1-888-225-3200,info@lcmc.ca,https://www.lcmc.ca/,"6981 Millcreek Drive, Unit 33, Mississauga, ON L5N 6B8; 895 Tungsten Street, Unit 1, Thunder Bay, ON P7B 6H2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Mac Financial Recovery (canada) Inc.,Mac Financial Recovery,4713907,active,2026-10-06,1-905-206-6940,,https://www.macfinancialrecovery.ca,"5025 Orbitor Dr, Suite 5-300, Mississauga, ON L4W 4Y5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Marquis Reno Marcel,Credit Bureau Collections Algoma District,4371084,active,2028-03-01,1-705-254-7525,,,"262 Queen St E, Suite 201, Sault Ste. Marie, ON P6A 1Y7",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Metropolitan Credit Adjusters Ltd.,Metcredit,4463501,active,2026-10-22,1-888-797-7727,,https://www.metcredit.com,"E300-6860 Century Ave, Mississauga, ON L5N 2W5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,MJR Capital Services Inc,,4380143,active,2027-07-31,1-877-669-4935,,https://www.mjrcapital.com,"6285 Northam Drive, 4th Floor, Mississauga, ON L4V 1X5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,MJR Capital Services Inc,,4741273,active,2028-03-28,1-877-669-4935,,https://www.mjrcapital.com,"6285 Northam Drive, 4th Floor, Mississauga, ON L4V 1X5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,National Credit Recovery Inc.,Ncri,4715250,active,2028-04-17,1-888-670-6274,,https://ncri.com,"Suite 300, 5060 Spectrum Way, Mississauga, ON L4W 5N5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,National Credit Recovery Inc.,Ncri,4741181,active,2028-04-17,1-888-670-6274,,https://ncri.com,"Suite 300, 5060 Spectrum Way, Mississauga, ON L4W 5N5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,National Credit Recovery Inc.,Ncri,4741183,active,2028-04-17,1-888-670-6274,,https://ncri.com,"Suite 300, 5060 Spectrum Way, Mississauga, ON L4W 5N5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,National Credit Recovery Inc.,Ncri,4741663,active,2028-04-24,1-888-670-6274,,https://ncri.com,"Suite 300, 5060 Spectrum Way, Mississauga, ON L4W 5N5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,National Recovery Corp.,Commercial Recovery Canada,4707039,active,2026-09-05,1-877-476-4040,,https://nrccollections.ca,"103-150 Water St S, Cambridge, ON N1R 3E2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,New Leaf Debt Solutions Inc.,,4741093,active,2027-02-02,,,,,,Pickering,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Northstar Location Services Inc.,,4725990,active,2026-08-07,1-888-287-0600,,https://gotonls.ca,"350 Bertie Street, Fort Erie, ON L2A 6V2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Partners In Credit Inc.,,1951387,active,2027-07-15,1-888-730-6333,,https://partnersincredit.com,"150 Commerce Valley Dr W, Suite 601, Thornhill, ON L3T 7Z3",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Phillips & Cohen Associates (Canada) Ltd.,Ardent Credit Services,4706725,active,2026-09-22,1-866-272-3003,,https://phillips-cohen.ca,"16766 Transcanada Highway, Suite 402, Kirkland, QC H9H 4M7",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,PRA Group Canada Inc.,Pra Group Canada,4739786,active,2028-02-15,1-866-903-1741,,https://www.pra-group.ca,"200-244 Pall Mall Street, London, ON N6A 5P6; 17345 Leslie St, Newmarket, ON L3Y 0A4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Priority Credit Management Corp.,,4705008,active,2028-01-04,1-780-486-0219,,https://pcmcorp.com/,"17315 108 Ave NW, Edmonton, AB T5S 1G2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Pyxis Customer Solutions Ltd,,4741266,active,2026-10-05,1-888-354-8900,,https://pyxisgroup.org,"11625 105 Avenue NW, Unit A, Edmonton, AB T5H 0L9",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Resolve Financial Recovery Inc.,,4734983,active,2027-12-09,1-416-900-3807,,https://resolverecovery.ca,"2100 Matheson Blvd E, Suite 201, Mississauga, ON L4W 5A1",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Shellco Credit Systems Ltd.,,2972319,active,2026-12-15,1-416-739-6500,,,"215-2180 Steeles Ave W, Concord, ON L4K 2Z5",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,St. Catharines Credit Corporation Limited,Credit Bureau Services Canada,1951400,active,2027-05-15,1-800-263-4764,,https://cbscanada.com,"26 Queen Street, P.O. Box 186, St. Catharines, ON L2R 6S7",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Stephen James Herald,Bridgeway Recovery Systems,4721282,active,2027-04-27,1-855-779-8716,,https://www.bridgewayrecoverysystems.ca/,"159 Front Street, Belleville, ON K8N 2Y6",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Suite Excel Collections Canada Inc.,,4701792,active,2026-12-02,,,,,,Toronto,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Swift Collection Agency Inc.,,4734541,active,2027-06-18,,,,,,Markham,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Swyer-burke Deborah Lynn,Trans Canada Collections And Recovery,4441028,active,2026-12-04,,,,,,Sudbury,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,The Collection Consultants Inc.,The Collection Consultants,4415840,active,2028-02-27,1-613-222-6923,llandry@tcclcr.com,https://tcclcr.com,"800-150 Elgin St, Ottawa, ON K2P 1L4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Total Credit Recovery Limited,,1169258,active,2027-03-08,1-888-549-4605,,https://www.tcr.ca,"225 Yorkland Boulevard, Toronto, ON M2J 4Y7",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Transworld Systems Canada Inc.,,4724466,active,2026-12-09,1-844-239-0876,,https://tsico.ca,"325 Milner Avenue, Suite 1111, Toronto, ON M1B 5N1",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Tricura Canada Inc.,,4688782,active,2027-07-17,1-866-788-0288,Tricura.Licensing@Finastra.com,,"5995 Avebury Road, 4th Floor, Mississauga, ON L5R 3P9",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Unik-collectrite Inc.,Unik Credit Management,1951483,active,2027-05-05,1-800-463-9692,,https://unikcm.com,"1575 Laurier St, P.O. Box 1059, Rockland, ON K4K 1L6",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Unique Management Services Inc.,Unique National Collections & Unique International Recoveries,4690360,active,2026-12-19,1-800-879-5453,sales@uniquelibrary.com,https://uniquelibrary.com/,"251 Queen Street South, Suite 835, Mississauga, ON L5M 1L7",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Veritas Alliance Incorporated,,4734235,active,2027-06-25,1-800-270-9938,,https://veritasalliance.ca,"200 Ronson Dr, Suite B2, Toronto, ON M9W 5Z9",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Veritas Alliance Incorporated,,4740172,expired,2026-07-18,1-800-270-9938,,https://veritasalliance.ca,"200 Ronson Dr, Suite B2, Toronto, ON M9W 5Z9",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Victor's Collection Agency Inc.,,4702512,active,2027-02-22,1-416-636-8104,,,"718 Wilson Ave, Suite 301A, North York, ON M3K 1E2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Wiggins Adjustments Ltd.,,4741051,active,2026-09-28,1-604-530-0211,,https://wiggins-adj.com,"1 Yonge Street, Suite 1801, Toronto Star Building, Toronto, ON M5E 1W7",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Woodstock- Oxford Collections Inc.,322 The Credit Bureau,3228544,active,2027-03-30,,,,,,Woodstock,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
